20000,100,0.8,0.1,False,CFTR,False,False,False,0.0,0.0,1.0,False,False,True
20000,100,0.8,0.1,False,CFTR,False,False,False,0.0,0.0,1.0,False,False,True
20000,100,0.8,0.1,False,CFTR,False,False,False,0.0,0.0,1.0,False,False,True
20000,100,0.8,0.1,False,CFTR,False,False,False,0.0,0.0,1.0,False,False,True
20000,100,0.8,0.1,False,CFTR,False,False,False,0.0,0.0,1.0,False,False,True
20000,100,0.8,0.1,False,CFTR,False,False,False,0.0,0.0,1.0,False,False,True
20000,100,0.8,0.1,False,CFTR,False,False,False,0.0,0.0,1.0,False,False,True
20000,100,0.8,0.1,False,CFTR,False,False,False,0.0,0.0,1.0,False,False,True
20000,100,0.8,0.1,False,CFTR,False,False,False,0.0,0.0,1.0,False,False,True
20000,100,0.8,0.1,False,CFTR,False,False,False,0.0,0.0,1.0,False,False,True
8226.0,8179.0,8122.0,8109.0,8088.0,8047.0,7993.0,7922.0,7832.0,7674.0,7372.0,7298.0,7189.0,7064.0,6940.0,6842.0,6782.0,6703.0,6656.0,6587.0,6539.0,6476.0,6425.0,6373.0,6329.0,6271.0,6235.0,6198.0,6164.0,6130.0,6100.0,6068.0,6035.0,6011.0,5963.0,5938.0,5906.0,5872.0,5851.0,5828.0,5799.0,5766.0,5746.0,5724.0,5709.0,5682.0,5665.0,5652.0,5633.0,5624.0,5607.0,5591.0,5574.0,5560.0,5546.0,5534.0,5515.0,5511.0,5504.0,5492.0,5479.0,5479.0,5469.0,5452.0,5446.0,5444.0,5435.0,5432.0,5427.0,5422.0,5416.0,5415.0,5412.0,5409.0,5400.0,5401.0,5398.0,5393.0,5393.0,5389.0,5389.0,5382.0,5381.0,5370.0,5368.0,5369.0,5367.0,5364.0,5364.0,5364.0,5362.0,5361.0,5359.0,5364.0,5364.0,5364.0,5363.0,5363.0,5363.0,5362.0
8097.0,8053.0,8042.0,8026.0,8006.0,7980.0,7975.0,7942.0,7907.0,7851.0,7442.0,7403.0,7201.0,7141.0,7028.0,6992.0,6925.0,6825.0,6782.0,6705.0,6638.0,6529.0,6468.0,6378.0,6311.0,6225.0,6142.0,6065.0,6021.0,5956.0,5886.0,5822.0,5781.0,5721.0,5661.0,5616.0,5561.0,5501.0,5469.0,5409.0,5380.0,5351.0,5306.0,5276.0,5240.0,5204.0,5165.0,5145.0,5116.0,5082.0,5056.0,5040.0,5016.0,5005.0,5004.0,4993.0,4986.0,4967.0,4958.0,4942.0,4931.0,4914.0,4909.0,4894.0,4882.0,4876.0,4877.0,4867.0,4862.0,4854.0,4851.0,4851.0,4851.0,4844.0,4841.0,4842.0,4837.0,4834.0,4831.0,4827.0,4821.0,4824.0,4827.0,4825.0,4825.0,4822.0,4824.0,4821.0,4821.0,4819.0,4818.0,4815.0,4815.0,4813.0,4812.0,4812.0,4808.0,4806.0,4805.0,4806.0
8590.0,8569.0,8525.0,8494.0,8451.0,8439.0,8406.0,8350.0,8287.0,8142.0,7967.0,7744.0,7584.0,7489.0,7331.0,7228.0,7151.0,7029.0,6957.0,6853.0,6768.0,6677.0,6589.0,6498.0,6418.0,6315.0,6215.0,6130.0,6040.0,5949.0,5876.0,5793.0,5752.0,5699.0,5661.0,5628.0,5588.0,5550.0,5521.0,5481.0,5437.0,5412.0,5391.0,5373.0,5353.0,5340.0,5327.0,5302.0,5296.0,5284.0,5267.0,5256.0,5253.0,5240.0,5224.0,5190.0,5160.0,5136.0,5138.0,5141.0,5134.0,5113.0,5107.0,5119.0,5120.0,5118.0,5120.0,5117.0,5114.0,5117.0,5115.0,5123.0,5130.0,5130.0,5129.0,5128.0,5126.0,5126.0,5125.0,5125.0,5126.0,5126.0,5126.0,5126.0,5126.0,5126.0,5126.0,5126.0,5126.0,5126.0,5125.0,5125.0,5124.0,5124.0,5124.0,5124.0,5124.0,5124.0,5124.0,5124.0
8238.0,8170.0,8106.0,8048.0,7984.0,7895.0,7707.0,7529.0,7251.0,7077.0,6934.0,6769.0,6680.0,6580.0,6475.0,6388.0,6297.0,6246.0,6167.0,6103.0,6032.0,5996.0,5952.0,5900.0,5839.0,5792.0,5751.0,5693.0,5638.0,5614.0,5579.0,5546.0,5523.0,5506.0,5482.0,5459.0,5448.0,5438.0,5427.0,5415.0,5408.0,5401.0,5392.0,5386.0,5388.0,5384.0,5381.0,5378.0,5374.0,5371.0,5369.0,5368.0,5369.0,5367.0,5365.0,5363.0,5364.0,5363.0,5361.0,5361.0,5360.0,5357.0,5357.0,5356.0,5356.0,5353.0,5353.0,5355.0,5355.0,5356.0,5356.0,5355.0,5356.0,5356.0,5356.0,5355.0,5353.0,5353.0,5353.0,5353.0,5354.0,5354.0,5353.0,5353.0,5352.0,5353.0,5353.0,5352.0,5351.0,5351.0,5351.0,5351.0,5353.0,5353.0,5353.0,5353.0,5354.0,5354.0,5354.0,5354.0
8527.0,8497.0,8470.0,8436.0,8413.0,8399.0,8369.0,8320.0,8199.0,8080.0,7868.0,7779.0,7624.0,7564.0,7517.0,7445.0,7397.0,7336.0,7256.0,7195.0,7162.0,7097.0,7053.0,7005.0,6953.0,6920.0,6878.0,6826.0,6801.0,6752.0,6703.0,6660.0,6625.0,6583.0,6550.0,6510.0,6481.0,6455.0,6421.0,6380.0,6344.0,6295.0,6249.0,6200.0,6165.0,6129.0,6091.0,6039.0,5999.0,5959.0,5921.0,5885.0,5840.0,5797.0,5776.0,5750.0,5714.0,5689.0,5651.0,5612.0,5565.0,5542.0,5527.0,5515.0,5500.0,5484.0,5459.0,5442.0,5446.0,5433.0,5419.0,5436.0,5445.0,5452.0,5460.0,5465.0,5466.0,5465.0,5470.0,5469.0,5470.0,5475.0,5482.0,5485.0,5485.0,5484.0,5488.0,5491.0,5499.0,5502.0,5504.0,5506.0,5514.0,5522.0,5532.0,5535.0,5540.0,5548.0,5551.0,5556.0
8174.0,8099.0,8023.0,7953.0,7875.0,7763.0,7633.0,7450.0,7174.0,6996.0,6832.0,6697.0,6595.0,6465.0,6359.0,6254.0,6171.0,6094.0,6015.0,5929.0,5857.0,5811.0,5759.0,5715.0,5701.0,5680.0,5652.0,5629.0,5628.0,5626.0,5624.0,5620.0,5614.0,5609.0,5608.0,5605.0,5600.0,5600.0,5595.0,5593.0,5594.0,5593.0,5587.0,5585.0,5584.0,5584.0,5584.0,5584.0,5585.0,5584.0,5582.0,5582.0,5583.0,5583.0,5583.0,5583.0,5582.0,5582.0,5581.0,5581.0,5580.0,5580.0,5580.0,5580.0,5580.0,5580.0,5580.0,5581.0,5580.0,5580.0,5580.0,5580.0,5580.0,5580.0,5580.0,5580.0,5580.0,5580.0,5579.0,5579.0,5578.0,5578.0,5578.0,5577.0,5577.0,5577.0,5577.0,5577.0,5577.0,5578.0,5578.0,5578.0,5578.0,5578.0,5578.0,5578.0,5578.0,5578.0,5577.0,5577.0
8461.0,8419.0,8395.0,8376.0,8327.0,8312.0,8258.0,8211.0,8123.0,7653.0,7464.0,7423.0,7355.0,7231.0,7166.0,7084.0,6982.0,6906.0,6815.0,6703.0,6619.0,6507.0,6398.0,6282.0,6190.0,6100.0,5994.0,5894.0,5789.0,5678.0,5577.0,5489.0,5400.0,5297.0,5204.0,5147.0,5087.0,5022.0,4939.0,4872.0,4809.0,4752.0,4706.0,4655.0,4608.0,4580.0,4563.0,4530.0,4506.0,4482.0,4475.0,4465.0,4451.0,4439.0,4427.0,4422.0,4407.0,4402.0,4394.0,4379.0,4374.0,4367.0,4349.0,4329.0,4314.0,4301.0,4280.0,4272.0,4259.0,4250.0,4239.0,4231.0,4217.0,4208.0,4202.0,4199.0,4199.0,4196.0,4193.0,4191.0,4190.0,4191.0,4190.0,4189.0,4189.0,4189.0,4186.0,4187.0,4187.0,4185.0,4186.0,4186.0,4185.0,4185.0,4185.0,4185.0,4184.0,4184.0,4184.0,4183.0
8085.0,8035.0,7977.0,7957.0,7927.0,7910.0,7867.0,7813.0,7766.0,7718.0,7665.0,7600.0,7524.0,7450.0,7371.0,7211.0,7175.0,7142.0,7065.0,7034.0,6989.0,6907.0,6883.0,6850.0,6821.0,6779.0,6747.0,6732.0,6718.0,6703.0,6684.0,6669.0,6648.0,6629.0,6610.0,6581.0,6569.0,6562.0,6538.0,6530.0,6513.0,6501.0,6493.0,6481.0,6463.0,6448.0,6435.0,6421.0,6403.0,6389.0,6381.0,6379.0,6364.0,6357.0,6350.0,6338.0,6331.0,6319.0,6315.0,6305.0,6299.0,6290.0,6283.0,6272.0,6266.0,6259.0,6253.0,6246.0,6239.0,6235.0,6230.0,6222.0,6221.0,6212.0,6205.0,6203.0,6198.0,6198.0,6190.0,6186.0,6176.0,6170.0,6169.0,6167.0,6167.0,6165.0,6161.0,6157.0,6152.0,6144.0,6139.0,6137.0,6138.0,6136.0,6136.0,6133.0,6129.0,6127.0,6126.0,6112.0
8022.0,7965.0,7898.0,7857.0,7816.0,7751.0,7706.0,7626.0,7522.0,7451.0,7213.0,7134.0,7078.0,6927.0,6877.0,6823.0,6785.0,6733.0,6688.0,6651.0,6612.0,6572.0,6525.0,6486.0,6454.0,6414.0,6363.0,6340.0,6314.0,6289.0,6255.0,6212.0,6175.0,6148.0,6111.0,6078.0,6042.0,6003.0,5971.0,5940.0,5906.0,5871.0,5829.0,5794.0,5764.0,5740.0,5701.0,5658.0,5639.0,5604.0,5578.0,5554.0,5538.0,5530.0,5516.0,5508.0,5499.0,5497.0,5489.0,5478.0,5470.0,5463.0,5451.0,5448.0,5440.0,5436.0,5442.0,5436.0,5431.0,5425.0,5428.0,5427.0,5427.0,5423.0,5420.0,5419.0,5420.0,5420.0,5419.0,5419.0,5417.0,5420.0,5418.0,5420.0,5421.0,5418.0,5423.0,5423.0,5422.0,5424.0,5424.0,5423.0,5425.0,5425.0,5427.0,5427.0,5428.0,5428.0,5428.0,5427.0
8849.0,8815.0,8728.0,8711.0,8692.0,8658.0,8627.0,8595.0,8518.0,8467.0,8365.0,8144.0,8094.0,8029.0,7876.0,7821.0,7765.0,7712.0,7651.0,7592.0,7539.0,7461.0,7408.0,7341.0,7273.0,7210.0,7168.0,7105.0,7049.0,6994.0,6934.0,6875.0,6832.0,6785.0,6732.0,6687.0,6645.0,6604.0,6567.0,6535.0,6505.0,6475.0,6442.0,6414.0,6385.0,6363.0,6336.0,6310.0,6286.0,6268.0,6255.0,6241.0,6224.0,6209.0,6191.0,6179.0,6164.0,6153.0,6140.0,6124.0,6116.0,6102.0,6095.0,6086.0,6078.0,6072.0,6062.0,6058.0,6050.0,6045.0,6040.0,6032.0,6023.0,6017.0,6008.0,6003.0,5997.0,5995.0,5992.0,5990.0,5986.0,5981.0,5979.0,5971.0,5968.0,5962.0,5959.0,5957.0,5956.0,5955.0,5954.0,5954.0,5952.0,5950.0,5947.0,5944.0,5943.0,5943.0,5943.0,5939.0
