11172,-0.062231
11172.5,-0.074135
11173,-0.081723
11173.5,-0.081464
11174,-0.071507
11174.5,-0.052611
11175,-0.027941
11175.5,-0.002079
11176,0.020474
11176.5,0.036647
11177,0.045596
11177.5,0.048888
11178,0.049609
11178.5,0.050879
11179,0.054456
11179.5,0.05997
11180,0.065424
11180.5,0.068144
11181,0.066266
11181.5,0.05964
11182,0.049644
11182.5,0.038545
11183,0.028695
11183.5,0.02133
11184,0.015968
11184.5,0.010865
11185,0.004154
11185.5,-0.005207
11186,-0.016988
11186.5,-0.029678
11187,-0.040802
11187.5,-0.048167
11188,-0.051163
11188.5,-0.050794
11189,-0.049001
11189.5,-0.047744
11190,-0.048115
11190.5,-0.050008
11191,-0.052137
11191.5,-0.052754
11192,-0.0507
11192.5,-0.045466
11193,-0.037256
11193.5,-0.026923
11194,-0.015502
11194.5,-0.003785
11195,0.008499
11195.5,0.022592
11196,0.039688
11196.5,0.05949
11197,0.079834
11197.5,0.096905
11198,0.106821
11198.5,0.107026
11199,0.097145
11199.5,0.079223
11200,0.057429
11200.5,0.036271
11201,0.018671
11201.5,0.005549
11202,-0.003803
11202.5,-0.010946
11203,-0.017523
11203.5,-0.024669
11204,-0.03259
11204.5,-0.040341
11205,-0.0465
11205.5,-0.050353
11206,-0.05209
11206.5,-0.051962
11207,-0.049506
11207.5,-0.04395
11208,-0.035084
11208.5,-0.023547
11209,-0.011324
11209.5,-0.000506
11210,0.007781
11210.5,0.013761
11211,0.018585
11211.5,0.023427
11212,0.029216
11212.5,0.036257
11213,0.044149
11213.5,0.051957
11214,0.058487
11214.5,0.062229
11215,0.061982
11215.5,0.057346
11216,0.04922
11216.5,0.039191
11217,0.029094
11217.5,0.020261
11218,0.01319
11218.5,0.007168
11219,0.000543
11219.5,-0.008067
11220,-0.019286
11220.5,-0.03269
11221,-0.047077
11221.5,-0.060644
11222,-0.071594
11222.5,-0.078811
11223,-0.082104
11223.5,-0.081697
11224,-0.078061
11224.5,-0.072016
11225,-0.064556
11225.5,-0.056136
11226,-0.046574
11226.5,-0.035243
11227,-0.021934
11227.5,-0.007681
11228,0.005793
11228.5,0.016787
11229,0.024141
11229.5,0.027343
11230,0.026717
11230.5,0.023597
11231,0.01993
11231.5,0.0178
11232,0.018614
11232.5,0.022508
11233,0.028635
11233.5,0.035025
11234,0.039273
11234.5,0.039142
11235,0.033017
11235.5,0.020506
11236,0.002764
11236.5,-0.017705
11237,-0.037729
11237.5,-0.054856
11238,-0.067793
11238.5,-0.076505
11239,-0.081182
11239.5,-0.082304
11240,-0.080774
11240.5,-0.077216
11241,-0.070915
11241.5,-0.060401
11242,-0.044775
11242.5,-0.024929
11243,-0.003127
11243.5,0.017733
11244,0.034905
11244.5,0.046489
11245,0.051975
11245.5,0.052692
11246,0.051566
11246.5,0.051667
11247,0.05472
11247.5,0.060462
11248,0.067383
11248.5,0.072841
11249,0.073836
11249.5,0.068556
11250,0.056928
11250.5,0.040734
11251,0.022634
11251.5,0.004716
11252,-0.011938
11252.5,-0.027005
11253,-0.04054
11253.5,-0.052118
11254,-0.060913
11254.5,-0.065962
11255,-0.067097
11255.5,-0.065164
11256,-0.06147
11256.5,-0.056902
11257,-0.051645
11257.5,-0.045274
11258,-0.037787
11258.5,-0.029871
11259,-0.022701
11259.5,-0.017049
11260,-0.012706
11260.5,-0.00828
11261,-0.00205
11261.5,0.006917
11262,0.018304
11262.5,0.031326
11263,0.04504
11263.5,0.058276
11264,0.069603
11264.5,0.077679
11265,0.081253
11265.5,0.079425
11266,0.072485
11266.5,0.061912
11267,0.04973
11267.5,0.03754
11268,0.025875
11268.5,0.014172
11269,0.001719
11269.5,-0.011379
11270,-0.023897
11270.5,-0.034565
11271,-0.042926
11271.5,-0.049375
11272,-0.054612
11272.5,-0.059168
11273,-0.063646
11273.5,-0.068247
11274,-0.072186
11274.5,-0.073733
11275,-0.071093
11275.5,-0.063898
11276,-0.053338
11276.5,-0.040842
11277,-0.02775
11277.5,-0.015228
11278,-0.00417
11278.5,0.005448
11279,0.014343
11279.5,0.023342
11280,0.032834
11280.5,0.042593
11281,0.052152
11281.5,0.061178
11282,0.069254
11282.5,0.075938
11283,0.080928
11283.5,0.084427
11284,0.086775
11284.5,0.088339
11285,0.089313
11285.5,0.089172
11286,0.086495
11286.5,0.079023
11287,0.064565
11287.5,0.042472
11288,0.014539
11288.5,-0.015454
11289,-0.04346
11289.5,-0.066045
11290,-0.08071
11290.5,-0.086121
11291,-0.082285
11291.5,-0.070731
11292,-0.054252
11292.5,-0.036235
11293,-0.01995
11293.5,-0.00724
11294,0.001749
11294.5,0.007975
11295,0.012818
11295.5,0.017868
11296,0.024985
11296.5,0.03574
11297,0.050416
11297.5,0.068002
11298,0.086563
11298.5,0.10316
11299,0.114238
11299.5,0.116929
11300,0.110421
11300.5,0.095943
11301,0.075892
11301.5,0.053126
11302,0.030441
11302.5,0.010328
11303,-0.005392
11303.5,-0.016485
11304,-0.024445
11304.5,-0.031582
11305,-0.039385
11305.5,-0.048234
11306,-0.057222
11306.5,-0.064471
11307,-0.067515
11307.5,-0.06442
11308,-0.055129
11308.5,-0.041654
11309,-0.0272
11309.5,-0.014931
11310,-0.00692
11310.5,-0.003406
11311,-0.002993
11311.5,-0.003335
11312,-0.002445
11312.5,0.000818
11313,0.006353
11313.5,0.013159
11314,0.020626
11314.5,0.02886
11315,0.037634
11315.5,0.046058
11316,0.05265
11316.5,0.055811
11317,0.054278
11317.5,0.047493
11318,0.035465
11318.5,0.018854
11319,-0.000686
11319.5,-0.020535
11320,-0.037827
11320.5,-0.050598
11321,-0.058548
11321.5,-0.062371
11322,-0.062828
11322.5,-0.060689
11323,-0.056495
11323.5,-0.050489
11324,-0.043109
11324.5,-0.035229
11325,-0.027836
11325.5,-0.021537
11326,-0.016651
11326.5,-0.013449
11327,-0.011584
11327.5,-0.009668
11328,-0.005867
11328.5,0.001226
11329,0.012189
11329.5,0.026778
11330,0.043374
11330.5,0.058994
11331,0.070223
11331.5,0.074709
11332,0.071799
11332.5,0.062635
11333,0.049542
11333.5,0.035487
11334,0.023331
11334.5,0.015177
11335,0.011266
